date,country,cumulative_total_cases,daily_new_cases,active_cases_x,cumulative_total_deaths,daily_new_deaths,month_year,continent,total_confirmed,total_deaths,total_recovered,active_cases_y,serious_or_critical,total_cases_per_1m_population,total_deaths_per_1m_population,total_tests,total_tests_per_1m_population,population
2020-02-15,Germany,16.0,,13.0,0.0,,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-16,Germany,16.0,0.0,13.0,0.0,,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-17,Germany,16.0,0.0,9.0,0.0,,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-18,Germany,16.0,0.0,7.0,0.0,,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-19,Germany,16.0,0.0,7.0,0.0,,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-20,Germany,16.0,0.0,3.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-21,Germany,16.0,0.0,2.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-22,Germany,16.0,0.0,2.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-23,Germany,16.0,0.0,2.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-24,Germany,16.0,0.0,2.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-25,Germany,18.0,2.0,3.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-26,Germany,26.0,8.0,11.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-27,Germany,48.0,22.0,32.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-28,Germany,74.0,26.0,58.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-02-29,Germany,79.0,5.0,63.0,0.0,0.0,2020-02,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-01,Germany,130.0,51.0,114.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-02,Germany,165.0,35.0,149.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-03,Germany,203.0,38.0,187.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-04,Germany,262.0,59.0,246.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-05,Germany,545.0,283.0,528.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-06,Germany,670.0,125.0,652.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-07,Germany,800.0,130.0,782.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-08,Germany,1040.0,240.0,1022.0,0.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-09,Germany,1224.0,184.0,1204.0,2.0,2.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-10,Germany,1565.0,341.0,1545.0,2.0,0.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-11,Germany,1966.0,401.0,1938.0,3.0,1.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-12,Germany,2745.0,779.0,2714.0,6.0,3.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-13,Germany,3675.0,930.0,3621.0,8.0,2.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-14,Germany,4599.0,924.0,4544.0,9.0,1.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-15,Germany,5813.0,1214.0,5754.0,13.0,4.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-16,Germany,7272.0,1459.0,7188.0,17.0,4.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-17,Germany,9367.0,2095.0,9274.0,26.0,9.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-18,Germany,12327.0,2960.0,12194.0,28.0,2.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-19,Germany,15320.0,2993.0,15161.0,44.0,16.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-20,Germany,19848.0,4528.0,19600.0,68.0,24.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-21,Germany,22364.0,2516.0,22071.0,84.0,16.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-22,Germany,24873.0,2509.0,24513.0,94.0,10.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-23,Germany,29056.0,4183.0,28480.0,123.0,29.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-24,Germany,32991.0,3935.0,29542.0,159.0,36.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-25,Germany,37323.0,4332.0,33570.0,206.0,47.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-26,Germany,43938.0,6615.0,37998.0,267.0,61.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-27,Germany,50871.0,6933.0,43862.0,351.0,84.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-28,Germany,57695.0,6824.0,48781.0,433.0,82.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-29,Germany,62435.0,4740.0,52683.0,541.0,108.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-30,Germany,66885.0,4450.0,52740.0,645.0,104.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-03-31,Germany,71808.0,4923.0,54933.0,775.0,130.0,2020-03,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-01,Germany,77981.0,6173.0,58349.0,932.0,157.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-02,Germany,84794.0,6813.0,61245.0,1109.0,177.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-03,Germany,91159.0,6365.0,65306.0,1278.0,169.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-04,Germany,96092.0,4933.0,68244.0,1448.0,170.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-05,Germany,100123.0,4031.0,69834.0,1589.0,141.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-06,Germany,103375.0,3252.0,72859.0,1816.0,227.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-07,Germany,107663.0,4288.0,69559.0,2023.0,207.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-08,Germany,113296.0,5633.0,64639.0,2357.0,334.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-09,Germany,118235.0,4939.0,63212.0,2616.0,259.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-10,Germany,122171.0,3936.0,65513.0,2745.0,129.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-11,Germany,125452.0,3281.0,65171.0,2881.0,136.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-12,Germany,127854.0,2402.0,64521.0,3033.0,152.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-13,Germany,130072.0,2218.0,62566.0,3206.0,173.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-14,Germany,132210.0,2138.0,60502.0,3508.0,302.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-15,Germany,134753.0,2543.0,58335.0,3818.0,310.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-16,Germany,137698.0,2945.0,56631.0,4067.0,249.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-17,Germany,141397.0,3699.0,53915.0,4368.0,301.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-18,Germany,143724.0,2327.0,53769.0,4555.0,187.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-19,Germany,145742.0,2018.0,53083.0,4659.0,104.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-20,Germany,147065.0,1323.0,50685.0,4880.0,221.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-21,Germany,148453.0,1388.0,48148.0,5105.0,225.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-22,Germany,150648.0,2195.0,45913.0,5335.0,230.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-23,Germany,153129.0,2481.0,44233.0,5596.0,261.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-24,Germany,154999.0,1870.0,42417.0,5782.0,186.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-25,Germany,156513.0,1514.0,40814.0,5899.0,117.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-26,Germany,157770.0,1257.0,39772.0,5998.0,99.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-27,Germany,158758.0,988.0,38109.0,6149.0,151.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-28,Germany,159912.0,1154.0,36174.0,6338.0,189.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-29,Germany,161539.0,1627.0,34647.0,6492.0,154.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-04-30,Germany,163009.0,1470.0,32860.0,6649.0,157.0,2020-04,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-01,Germany,164077.0,1068.0,30415.0,6762.0,113.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-02,Germany,164967.0,890.0,29129.0,6838.0,76.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-03,Germany,165664.0,697.0,28172.0,6892.0,54.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-04,Germany,166152.0,488.0,26433.0,7019.0,127.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-05,Germany,167007.0,855.0,24888.0,7019.0,0.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-06,Germany,168162.0,1155.0,23164.0,7302.0,283.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-07,Germany,169430.0,1268.0,22111.0,7419.0,117.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-08,Germany,170588.0,1158.0,21351.0,7537.0,118.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-09,Germany,171324.0,736.0,20448.0,7576.0,39.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-10,Germany,171879.0,555.0,19883.0,7596.0,20.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-11,Germany,172576.0,697.0,19271.0,7688.0,92.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-12,Germany,173171.0,595.0,18206.0,7765.0,77.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-13,Germany,174098.0,927.0,17510.0,7888.0,123.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-14,Germany,174975.0,877.0,16720.0,7955.0,67.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-15,Germany,175699.0,724.0,15971.0,8028.0,73.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-16,Germany,176244.0,545.0,15590.0,8054.0,26.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-17,Germany,176651.0,407.0,15175.0,8076.0,22.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-18,Germany,177289.0,638.0,14539.0,8150.0,74.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-19,Germany,177827.0,538.0,13907.0,8220.0,70.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-20,Germany,178531.0,704.0,13334.0,8297.0,77.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-21,Germany,179021.0,490.0,12685.0,8336.0,39.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-22,Germany,179713.0,692.0,12334.0,8379.0,43.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-23,Germany,179986.0,273.0,11693.0,8393.0,14.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-24,Germany,180328.0,342.0,11630.0,8398.0,5.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-25,Germany,180789.0,461.0,11134.0,8455.0,57.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-26,Germany,181288.0,499.0,10763.0,8525.0,70.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-27,Germany,181895.0,607.0,10535.0,8560.0,35.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-28,Germany,182452.0,557.0,10655.0,8597.0,37.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-29,Germany,183019.0,567.0,10298.0,8621.0,24.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-30,Germany,183294.0,275.0,9767.0,8627.0,6.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-05-31,Germany,183494.0,200.0,9662.0,8632.0,5.0,2020-05,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-01,Germany,183765.0,271.0,9220.0,8645.0,13.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-02,Germany,184091.0,326.0,8990.0,8701.0,56.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-03,Germany,184425.0,334.0,8399.0,8726.0,25.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-04,Germany,184923.0,498.0,8360.0,8763.0,37.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-05,Germany,185414.0,491.0,8124.0,8790.0,27.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-06,Germany,185696.0,282.0,8000.0,8796.0,6.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-07,Germany,185869.0,173.0,7966.0,8803.0,7.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-08,Germany,186205.0,336.0,7795.0,8810.0,7.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-09,Germany,186516.0,311.0,7458.0,8858.0,48.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-10,Germany,186516.0,0.0,6945.0,8871.0,13.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-11,Germany,186795.0,279.0,6717.0,8878.0,7.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-12,Germany,187251.0,456.0,6761.0,8890.0,12.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-13,Germany,187423.0,172.0,6629.0,8894.0,4.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-14,Germany,187671.0,248.0,6574.0,8897.0,3.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-15,Germany,188044.0,373.0,6532.0,8912.0,15.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-16,Germany,188382.0,338.0,6345.0,8937.0,25.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-17,Germany,189504.0,1122.0,6950.0,8954.0,17.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-18,Germany,190126.0,622.0,7053.0,8973.0,19.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-19,Germany,190660.0,534.0,7273.0,8987.0,14.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-20,Germany,191216.0,556.0,7528.0,8988.0,1.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-21,Germany,191575.0,359.0,7686.0,8989.0,1.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-22,Germany,192119.0,544.0,7823.0,8996.0,7.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-23,Germany,192778.0,659.0,8065.0,9013.0,17.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-24,Germany,193254.0,476.0,7924.0,9030.0,17.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-25,Germany,193785.0,531.0,7946.0,9039.0,9.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-26,Germany,194399.0,614.0,8246.0,9053.0,14.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-27,Germany,194689.0,290.0,8136.0,9053.0,0.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-28,Germany,194864.0,175.0,8108.0,9056.0,3.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-29,Germany,195392.0,528.0,8224.0,9068.0,12.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-06-30,Germany,195832.0,440.0,7653.0,9079.0,11.0,2020-06,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-01,Germany,196324.0,492.0,7436.0,9088.0,9.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-02,Germany,196717.0,393.0,7326.0,9091.0,3.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-03,Germany,197000.0,283.0,6900.0,9100.0,9.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-04,Germany,197418.0,418.0,7010.0,9108.0,8.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-05,Germany,197558.0,140.0,6745.0,9113.0,5.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-06,Germany,198057.0,499.0,6738.0,9119.0,6.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-07,Germany,198355.0,298.0,6525.0,9130.0,11.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-08,Germany,198765.0,410.0,6923.0,9142.0,12.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-09,Germany,199198.0,433.0,6446.0,9152.0,10.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-10,Germany,199588.0,390.0,6431.0,9157.0,5.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-11,Germany,199812.0,224.0,6151.0,9161.0,4.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
2020-07-12,Germany,199950.0,138.0,6189.0,9161.0,0.0,2020-07,Europe,25780226,137919.0,23956700.0,1685607.0,1279.0,305877,1636.0,122332384.0,1451450.0,84282880
